indicator,sub_indicator,date,chapter,group,sub_group,diagnosis,cod,department,com,municipality,event_type,rips_num_attentions,rips_num_person
DM,DIABETES MELLITUS,1/26/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E116 - DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS,41,HUILA,41319,GUADALUPE,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/26/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E118 - DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS,25,CUNDINAMARCA,25286,FUNZA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/26/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E135 - OTRAS DIABETES MELLITUS ESPECIFICADAS CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,73,TOLIMA,73678,SAN LUIS,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/26/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E136 - OTRAS DIABETES MELLITUS ESPECIFICADAS CON OTRAS COMPLICACIONES ESPECIFICADAS,66,RISARALDA,66001,PEREIRA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/26/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E20-E35 TRASTORNOS DE OTRAS GLANDULAS ENDOCRINAS,E232 - DIABETES INSIPIDA,11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/27/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E109 - DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,5,ANTIOQUIA,5001,MEDELLIN,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/27/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E109 - DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/27/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E118 - DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS,20,CESAR,20228,CURUMANI,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/27/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,"E149 - DIABETES MELLITUS, NO ESPECIFICADA SIN MENCION DE COMPLICACION",11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/28/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E105 - DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,41,HUILA,41001,NEIVA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/28/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E105 - DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,68,SANTANDER,68001,BUCARAMANGA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/28/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E106 - DIABETES MELLITUS INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS,11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/28/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E109 - DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,41,HUILA,41551,PITALITO,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/28/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E109 - DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,70,SUCRE,70230,CHALAN,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/28/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E109 - DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,76,VALLE DEL CAUCA,76001,CALI,4 - HOSPITALIZACIONES,2,2
DM,DIABETES MELLITUS,1/28/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E115 - DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,25,CUNDINAMARCA,25035,ANAPOIMA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/28/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E118 - DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS,41,HUILA,41791,TARQUI,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/28/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E119 - DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/28/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E119 - DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,63,QUINDIO,63272,FILANDIA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/28/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E139 - OTRAS DIABETES MELLITUS ESPECIFICADAS SIN MENCION DE COMPLICACION,11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/28/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,"E149 - DIABETES MELLITUS, NO ESPECIFICADA SIN MENCION DE COMPLICACION",11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/29/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E106 - DIABETES MELLITUS INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS,63,QUINDIO,63272,FILANDIA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/29/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E108 - DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS,11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/29/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E108 - DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS,41,HUILA,41551,PITALITO,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/29/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E108 - DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS,44,LA GUAJIRA,44847,URIBIA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/29/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E109 - DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/29/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E109 - DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,50,META,50711,VISTAHERMOSA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/29/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E115 - DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,54,NORTE DE SANTANDER,54250,EL TARRA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/29/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E119 - DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,2,2
DM,DIABETES MELLITUS,1/29/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E119 - DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,41,HUILA,41001,NEIVA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/29/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E119 - DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,52,NARIÑO,52001,PASTO,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/29/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E119 - DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,52,NARIÑO,52354,IMUES,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/29/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E119 - DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,76,VALLE DEL CAUCA,76001,CALI,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/29/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E136 - OTRAS DIABETES MELLITUS ESPECIFICADAS CON OTRAS COMPLICACIONES ESPECIFICADAS,44,LA GUAJIRA,44001,RIOHACHA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/29/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,"E149 - DIABETES MELLITUS, NO ESPECIFICADA SIN MENCION DE COMPLICACION",76,VALLE DEL CAUCA,76001,CALI,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/30/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E104 - DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES NEUROLOGICAS,41,HUILA,41357,IQUIRA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/30/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E105 - DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,41,HUILA,41001,NEIVA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/30/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E105 - DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/30/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E108 - DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS,11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,3,3
DM,DIABETES MELLITUS,1/30/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E108 - DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS,25,CUNDINAMARCA,25592,QUEBRADANEGRA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/30/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E109 - DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,5,ANTIOQUIA,5001,MEDELLIN,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/30/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E109 - DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,52,NARIÑO,52786,TAMINANGO,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/30/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E109 - DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,73,TOLIMA,73686,SANTA ISABEL,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/30/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E115 - DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,17,CALDAS,17662,SAMANA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/30/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E119 - DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/30/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E119 - DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,41,HUILA,41298,GARZON,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/30/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E119 - DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,68,SANTANDER,68575,PUERTO WILCHES,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/30/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E119 - DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,85,CASANARE,85250,PAZ DE ARIPORO,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/30/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E20-E35 TRASTORNOS DE OTRAS GLANDULAS ENDOCRINAS,E232 - DIABETES INSIPIDA,11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/31/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E101 - DIABETES MELLITUS INSULINODEPENDIENTE CON CETOACIDOSIS,11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/31/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E102 - DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES RENALES,17,CALDAS,17001,MANIZALES,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/31/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E105 - DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,2,2
DM,DIABETES MELLITUS,1/31/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E105 - DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,17,CALDAS,17662,SAMANA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/31/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E106 - DIABETES MELLITUS INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS,20,CESAR,20710,SAN ALBERTO,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/31/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E106 - DIABETES MELLITUS INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS,50,META,50001,VILLAVICENCIO,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/31/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E108 - DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS,5,ANTIOQUIA,5088,BELLO,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/31/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E108 - DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS,11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/31/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E109 - DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,5,ANTIOQUIA,5440,MARINILLA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/31/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E109 - DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,5,ANTIOQUIA,5576,PUEBLORRICO,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/31/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E109 - DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,11,BOGOTA,11001,BOGOTA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/31/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E109 - DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,63,QUINDIO,63470,MONTENEGRO,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/31/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E111 - DIABETES MELLITUS NO INSULINODEPENDIENTE CON CETOACIDOSIS,23,CORDOBA,23001,MONTERIA,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/31/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E111 - DIABETES MELLITUS NO INSULINODEPENDIENTE CON CETOACIDOSIS,76,VALLE DEL CAUCA,76147,CARTAGO,4 - HOSPITALIZACIONES,1,1
DM,DIABETES MELLITUS,1/31/2019,"C04 - ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS","E00-E90 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",E10-E14 DIABETES MELLITUS,E118 - DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS,5,ANTIOQUIA,5579,PUERTO BERRIO,4 - HOSPITALIZACIONES,1,1
